timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
8064.635489764,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8064.668946526,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8064.702404825,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8064.735826901,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8064.76924796,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8064.802697647,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8064.836135298,-2.254428341384866,-69.39704209328782,-42.44415243101183,-0.9947891994315512,45.45454545454547
8064.869562486,-2.254428341384866,-69.39704209328782,-42.44415243101183,-0.9947891994315512,45.45454545454547
8064.903005767,-2.254428341384866,-69.39704209328782,-42.44415243101183,-0.9947891994315512,45.45454545454547
8064.93643888,-2.254428341384866,-69.39704209328782,-42.44415243101183,-0.9947891994315512,45.45454545454547
8064.96986655,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.003312756,-2.254428341384866,-69.39704209328782,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.036749796,-2.254428341384866,-69.39704209328782,-42.18134034165571,-0.9947891994315512,45.45454545454547
8065.070174502,-2.254428341384866,-69.39704209328782,-42.18134034165571,-0.9947891994315512,45.45454545454547
8065.103615301,-2.254428341384866,-69.39704209328782,-42.18134034165571,-0.9947891994315512,45.45454545454547
8065.137050526,-2.254428341384866,-68.82821387940842,-42.18134034165571,-0.9947891994315512,45.45454545454547
8065.17047914,-2.254428341384866,-68.3731513083049,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.203924846,-2.254428341384866,-68.25938566552901,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.237361182,-2.254428341384866,-68.25938566552901,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.270786259,-2.254428341384866,-68.03185437997725,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.30422515,-2.254428341384866,-68.03185437997725,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.337660431,-2.254428341384866,-68.03185437997725,-42.312746386333764,-0.9947891994315512,45.45454545454547
8065.371086452,-2.254428341384866,-68.03185437997725,-41.65571616294349,-0.9947891994315512,45.45454545454547
8065.404523566,-2.254428341384866,-67.91808873720137,-40.86727989487516,-0.9947891994315512,45.45454545454547
8065.437955531,-2.254428341384866,-67.80432309442548,-40.21024967148489,-0.9947891994315512,45.45454545454547
8065.471382071,-2.254428341384866,-67.6905574516496,-39.816031537450726,-0.9947891994315512,45.45454545454547
8065.5048225,-2.334943639291467,-67.57679180887372,-39.421813403416564,-0.9947891994315512,45.45454545454547
8065.538255484,-2.4959742351046685,-67.23549488054607,-38.501971090670175,-0.9947891994315512,45.25252525252526
8065.571683857,-2.737520128824471,-66.89419795221843,-36.925098554533506,-0.9947891994315512,45.25252525252526
8065.605126341,-2.898550724637687,-66.5529010238908,-34.42838370565046,-0.9947891994315512,45.25252525252526
8065.638557232,-2.898550724637687,-65.98407281001138,-31.931668856767416,-0.9947891994315512,45.25252525252526
8065.671986846,-2.898550724637687,-65.1877133105802,-29.040735873850196,-0.9947891994315512,45.25252525252526
8065.705438627,-2.898550724637687,-63.70875995449374,-26.01839684625493,-0.9947891994315512,45.25252525252526
8065.738870222,-2.898550724637687,-61.66097838452787,-22.733245729303547,-1.3737565135007088,45.25252525252526
8065.772296928,-2.898550724637687,-59.49943117178612,-19.579500657030223,-1.6579819990525806,45.25252525252526
8065.805746042,-2.898550724637687,-57.22411831626849,-16.557161629434958,-1.6579819990525806,45.25252525252526
8065.83918123,-2.898550724637687,-55.17633674630262,-13.797634691195796,-1.7527238275698664,45.25252525252526
8065.872613399,-2.898550724637687,-53.35608646188851,-11.563731931668855,-1.8474656560871665,45.25252525252526
8065.906055328,-2.898550724637687,-51.64960182025028,-10.77529566360053,-1.8474656560871665,45.25252525252526
8065.939484201,-2.898550724637687,-50.51194539249147,-10.249671484888296,-1.9422074846044524,45.25252525252526
8065.972910815,-2.9790660225442878,-49.48805460750854,-10.118265440210251,-1.9422074846044524,45.25252525252526
8066.006351058,-2.9790660225442878,-49.03299203640501,-10.249671484888296,-1.9422074846044524,45.25252525252526
8066.039780079,-3.0595813204508886,-48.919226393629124,-10.512483574244413,-1.9422074846044524,45.45454545454547
8066.073209971,-3.0595813204508886,-48.69169510807736,-10.906701708278575,-1.9422074846044524,45.45454545454547
8066.106649584,-3.0595813204508886,-48.69169510807736,-11.826544021024972,-1.9422074846044524,45.45454545454547
8066.140081717,-3.0595813204508886,-48.69169510807736,-13.534822601839679,-1.9422074846044524,45.45454545454547
8066.173508701,-3.0595813204508886,-48.80546075085325,-15.76872536136662,-2.036949313121738,45.45454545454547
8066.206946889,-3.0595813204508886,-48.80546075085325,-18.26544021024968,-2.036949313121738,45.45454545454547
8066.240377095,-3.2206119162640903,-48.919226393629124,-21.024967148488827,-2.036949313121738,45.45454545454547
8066.273805302,-3.7037037037037095,-49.7155858930603,-23.915900131406048,-2.036949313121738,45.45454545454547
8066.307246415,-4.428341384863117,-50.170648464163826,-26.67542706964521,-2.036949313121738,45.45454545454547
8066.340676585,-5.152979066022539,-50.28441410693971,-29.172141918528254,-2.036949313121738,45.45454545454547
8066.374104569,-5.79710144927536,-50.51194539249147,-31.274638633377137,-2.036949313121738,45.25252525252526
8066.407547108,-6.199677938808378,-50.73947667804323,-33.24572930354796,-1.4684983420179947,43.838383838383834
8066.440977185,-6.521739130434781,-50.85324232081911,-33.77135348226018,-0.9947891994315512,43.43434343434342
8066.474405355,-6.602254428341382,-50.85324232081911,-33.50854139290408,-0.9000473709142653,43.43434343434342
8066.507845542,-6.602254428341382,-50.85324232081911,-33.50854139290408,-0.9000473709142653,43.23232323232321
8066.541278749,-6.602254428341382,-50.85324232081911,-33.37713534822602,-0.9947891994315512,43.03030303030303
8066.574708844,-6.602254428341382,-50.85324232081911,-32.8515111695138,-1.7527238275698664,42.424242424242436
8066.608139569,-6.602254428341382,-50.73947667804323,-31.6688567674113,-1.9422074846044524,41.01010101010101
8066.641569794,-6.602254428341382,-50.73947667804323,-29.303547963206313,-1.9422074846044524,38.78787878787878
8066.6750015,-6.602254428341382,-50.62571103526735,-25.88699080157687,-1.9422074846044524,35.75757575757578
8066.708454929,-6.602254428341382,-50.28441410693971,-22.207621550591327,-1.9422074846044524,32.32323232323233
8066.741886042,-6.602254428341382,-49.48805460750854,-18.7910643889619,-2.036949313121738,29.2929292929293
8066.775316397,-6.602254428341382,-49.14675767918089,-15.637319316688576,-2.036949313121738,26.666666666666657
8066.808761844,-6.682769726247983,-49.03299203640501,-13.929040735873855,-2.036949313121738,23.434343434343432
8066.84219331,-6.682769726247983,-48.80546075085325,-12.8777923784494,-2.1316911416390383,20.4040404040404
8066.875623627,-6.682769726247983,-48.69169510807736,-12.220762155059134,-2.1316911416390383,17.575757575757578
8066.909068407,-6.682769726247983,-48.57792946530148,-12.089356110381075,-2.1316911416390383,15.151515151515156
8066.942559854,-6.682769726247983,-48.57792946530148,-12.352168199737193,-2.036949313121738,13.73737373737373
8066.976095485,-6.682769726247983,-48.4641638225256,-12.8777923784494,-1.7527238275698664,15.151515151515156
8067.009596247,-6.682769726247983,-48.236632536973836,-14.323258869908017,-0.8053055423969795,16.36363636363636
8067.044092129,-6.682769726247983,-47.66780432309442,-16.29434954007884,-0.5210800568451077,18.383838383838395
8067.077547354,-6.682769726247983,-47.32650739476678,-18.134034165571606,0.04737091425863582,21.61616161616162
8067.110996893,-6.682769726247983,-47.2127417519909,-19.579500657030223,0.9000473709142511,25.454545454545467
8067.144430007,-6.682769726247983,-47.2127417519909,-20.630749014454665,2.321174798673624,30.30303030303031
8067.177837862,-6.682769726247983,-47.32650739476678,-21.156373193166885,4.121269540502141,35.75757575757578
8067.211283975,-6.682769726247983,-47.781569965870304,-21.419185282523003,6.016106110847929,41.414141414141426
8067.244733237,-6.682769726247983,-48.35039817974972,-21.550591327201047,7.910942681193745,46.868686868686865
8067.278141573,-6.763285024154584,-48.57792946530148,-21.681997371879106,9.616295594504962,51.31313131313132
8067.311579224,-6.763285024154584,-48.69169510807736,-21.813403416557165,11.037423022264335,53.73737373737373
8067.345044282,-6.763285024154584,-48.69169510807736,-21.813403416557165,12.079583135954522,54.94949494949495
8067.378498451,-6.763285024154584,-48.69169510807736,-21.813403416557165,12.458550450023694,54.74747474747474
8067.411929472,-6.763285024154584,-48.69169510807736,-21.813403416557165,12.269066792989108,53.93939393939394
8067.445363438,-6.763285024154584,-48.69169510807736,-21.681997371879106,12.079583135954522,52.32323232323233
8067.478794737,-6.763285024154584,-48.80546075085325,-21.287779237844944,12.079583135954522,49.898989898989896
8067.512251591,-6.843800322061185,-48.80546075085325,-20.367936925098547,12.079583135954522,45.858585858585855
8067.545700279,-7.246376811594203,-48.80546075085325,-19.84231274638634,12.079583135954522,41.21212121212122
8067.579130745,-8.051529790660226,-48.80546075085325,-19.579500657030223,12.079583135954522,35.75757575757578
8067.612568821,-9.259259259259252,-48.69169510807736,-19.44809461235218,12.079583135954522,29.69696969696969
8067.64600388,-10.628019323671495,-48.236632536973836,-19.44809461235218,12.079583135954522,22.626262626262616
8067.67940842,-12.077294685990339,-47.895335608646185,-19.316688567674106,12.079583135954522,15.959595959595958
8067.712833737,-13.526570048309182,-47.66780432309442,-19.316688567674106,12.079583135954522,9.494949494949495
8067.746265795,-14.89533011272141,-47.55403868031854,-19.316688567674106,12.079583135954522,3.2323232323232247
8067.77967065,-16.264090177133653,-47.55403868031854,-19.44809461235218,12.079583135954522,-2.2222222222222285
8067.813096227,-17.713365539452496,-47.55403868031854,-19.44809461235218,11.98484130743725,-6.666666666666671
8067.846504619,-19.32367149758454,-47.55403868031854,-19.44809461235218,11.98484130743725,-9.292929292929301
8067.879907862,-21.014492753623188,-47.55403868031854,-19.710906701708268,11.98484130743725,-11.71717171717171
8067.913311458,-22.624798711755233,-47.55403868031854,-19.710906701708268,11.89009947891995,-12.727272727272734
8067.946737924,-24.074074074074076,-47.55403868031854,-19.84231274638634,11.79535765040265,-12.929292929292941
8067.980142834,-25.60386473429952,-47.55403868031854,-19.710906701708268,11.416390336333478,-13.13131313131312
8068.013546948,-27.133655394524965,-47.55403868031854,-19.44809461235218,10.658455708195163,-13.13131313131312
8068.046953784,-28.58293075684381,-47.44027303754266,-19.316688567674106,9.616295594504962,-12.929292929292941
8068.080355102,-30.193236714975853,-47.44027303754266,-19.316688567674106,8.289909995262917,-12.929292929292941
8068.113757549,-31.642512077294683,-47.32650739476678,-19.18528252299606,6.868782567503558,-12.929292929292941
8068.147184348,-33.091787439613526,-47.32650739476678,-19.053876478318003,5.352913311226914,-12.929292929292941
8068.180589184,-34.54106280193237,-47.2127417519909,-18.7910643889619,3.9317858834675405,-12.929292929292941
8068.213991873,-35.90982286634461,-46.98521046643913,-18.65965834428384,2.7001421127427676,-12.929292929292941
8068.247394968,-37.19806763285024,-46.87144482366325,-18.134034165571606,1.7527238275698807,-12.929292929292941
8068.280797545,-38.32528180354268,-46.757679180887365,-17.08278580814718,1.089531027948837,-12.929292929292941
8068.314198659,-39.3719806763285,-46.30261660978384,-15.637319316688576,0.6158218853623794,-12.727272727272734
8068.347603292,-40.33816425120773,-45.39249146757679,-14.323258869908017,0.5210800568451077,-12.525252525252526
8068.381005035,-41.30434782608695,-44.254835039817976,-13.009198423127472,0.5210800568451077,-12.525252525252526
8068.414405835,-42.270531400966185,-43.344709897610926,-11.563731931668855,0.5210800568451077,-12.525252525252526
8068.447808412,-43.07568438003221,-42.43458475540387,-10.118265440210251,0.5210800568451077,-12.525252525252526
8068.481212452,-43.961352657004824,-41.63822525597269,-8.54139290407359,0.5210800568451077,-12.525252525252526
8068.514614455,-44.68599033816425,-40.955631399317404,-6.833114323258869,0.5210800568451077,-12.323232323232318
8068.548017365,-45.410628019323674,-40.15927189988624,-5.256241787122207,0.42633822832780766,-12.323232323232318
8068.581417442,-45.974235104669894,-39.021615472127415,-3.547963206307486,0.42633822832780766,-12.323232323232318
8068.614820908,-46.5378421900161,-37.883959044368595,-1.8396846254927794,0.42633822832780766,-12.323232323232318
8068.648221929,-46.85990338164251,-36.63253697383391,-0.1314060446780445,0.42633822832780766,-12.121212121212125
8068.681624784,-47.10144927536232,-35.49488054607508,1.4454664914586033,0.42633822832780766,-11.313131313131308
8068.715049157,-47.26247987117552,-34.35722411831627,3.2851511169513827,0.42633822832780766,-8.888888888888886
8068.748455882,-47.26247987117552,-33.219567690557454,5.650459921156383,0.42633822832780766,-5.656565656565661
8068.781857052,-47.26247987117552,-32.309442548350404,8.40998685939553,0.42633822832780766,-1.6161616161616195
8068.81526811,-47.26247987117552,-31.171786120591577,11.563731931668869,0.42633822832780766,3.030303030303031
8068.848670298,-47.26247987117552,-30.034129692832764,14.848883048620237,0.42633822832780766,8.080808080808083
8068.882072579,-47.26247987117552,-28.5551763367463,18.26544021024968,0.42633822832780766,13.13131313131312
8068.915479452,-47.26247987117552,-27.189988623435724,21.681997371879106,0.42633822832780766,18.58585858585859
8068.948884122,-47.26247987117552,-25.71103526734926,25.36136662286465,0.42633822832780766,23.838383838383834
8068.982284625,-47.26247987117552,-24.345847554038684,28.909329829172123,0.42633822832780766,29.090909090909093
8069.015696998,-47.26247987117552,-23.094425483503983,32.19448094612352,0.42633822832780766,34.141414141414145
8069.049101297,-47.26247987117552,-21.84300341296928,35.47963206307489,0.42633822832780766,38.98989898989899
