base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos,timestamp
-5.700483091787447,-69.47141316073355,-27.06035042180403,0.31678986272439147,69.53316953316951,0.0029304027557373047
-5.507246376811594,-69.47141316073355,-27.06035042180403,0.31678986272439147,69.53316953316951,0.036123037338256836
-5.507246376811594,-69.47141316073355,-26.93056456846203,0.31678986272439147,69.53316953316951,0.0732583999633789
-5.507246376811594,-69.47141316073355,-26.93056456846203,0.31678986272439147,69.53316953316951,0.10401439666748047
-5.507246376811594,-69.47141316073355,-26.93056456846203,0.31678986272439147,69.53316953316951,0.13886189460754395
-5.507246376811594,-69.36353829557713,-26.93056456846203,0.31678986272439147,69.53316953316951,0.17067980766296387
-5.507246376811594,-69.36353829557713,-26.93056456846203,0.31678986272439147,69.53316953316951,0.2040266990661621
-5.507246376811594,-68.93203883495146,-26.80077871512006,0.31678986272439147,69.53316953316951,0.24172401428222656
-5.507246376811594,-68.39266450916936,-26.67099286177806,0.42238648363253617,69.53316953316951,0.2784402370452881
-5.507246376811594,-68.28478964401295,-26.67099286177806,0.31678986272439147,69.20556920556919,0.3065459728240967
-5.893719806763286,-68.28478964401295,-26.15184944841012,0.21119324181626098,68.55036855036855,0.33911728858947754
-6.666666666666671,-69.03991370010787,-25.24334847501622,0.21119324181626098,66.25716625716626,0.3724973201751709
-6.666666666666671,-69.47141316073355,-23.556132381570407,0.21119324181626098,61.34316134316134,0.410675048828125
-6.666666666666671,-69.7950377562028,-22.647631408176508,0.21119324181626098,56.265356265356274,0.44423413276672363
-6.473429951690818,-70.44228694714131,-21.99870214146658,0.21119324181626098,50.69615069615071,0.48712873458862305
-6.473429951690818,-70.873786407767,-21.868916288124595,0.21119324181626098,46.76494676494676,0.5121228694915771
-6.473429951690818,-70.9816612729234,-22.128487994808566,0.21119324181626098,43.488943488943505,0.5457453727722168
-5.893719806763286,-70.873786407767,-22.90720311486048,0.21119324181626098,42.342342342342334,0.5900545120239258
-5.507246376811594,-70.44228694714131,-24.07527579493835,0.21119324181626098,42.66994266994266,0.6182699203491211
-5.893719806763286,-69.57928802588997,-26.022063595068133,0.21119324181626098,43.8165438165438,0.6512317657470703
-6.280193236714965,-68.6084142394822,-28.0986372485399,0.21119324181626098,45.45454545454547,0.6849105358123779
-6.666666666666671,-67.96116504854368,-30.564568462037627,0.21119324181626098,47.42014742014743,0.7214226722717285
-6.473429951690818,-67.529665587918,-32.770927968851396,0.21119324181626098,49.22194922194922,0.7546746730804443
-5.700483091787447,-67.09816612729234,-34.32835820895522,0.21119324181626098,50.85995085995086,0.7881882190704346
-5.314009661835755,-66.66666666666667,-35.36664503569111,0.31678986272439147,52.4979524979525,0.821852445602417
-5.314009661835755,-66.3430420711974,-36.534717715768984,0.31678986272439147,54.13595413595414,0.855022668838501
-5.314009661835755,-66.23516720604098,-37.702790395846854,0.31678986272439147,55.93775593775595,0.8952925205230713
-5.314009661835755,-66.12729234088457,-37.83257624918884,0.21119324181626098,57.24815724815724,0.9217736721038818
-5.314009661835755,-66.12729234088457,-36.66450356911096,0.21119324181626098,57.24815724815724,0.9553041458129883
-6.0869565217391255,-66.55879180151024,-35.49643088903309,0.21119324181626098,57.24815724815724,0.9887356758117676
-7.053140096618364,-67.20604099244875,-33.03049967553537,0.10559662090811628,55.93775593775595,1.0300023555755615
-7.053140096618364,-67.20604099244875,-30.0454250486697,0.10559662090811628,54.79115479115478,1.0662956237792969
-7.053140096618364,-66.88241639697951,-27.449707981829988,0.10559662090811628,54.13595413595414,1.097501277923584
-7.246376811594203,-66.45091693635383,-25.24334847501622,0.10559662090811628,54.29975429975431,1.130979299545288
-7.246376811594203,-66.45091693635383,-23.556132381570407,0.10559662090811628,54.13595413595414,1.186931848526001
-7.053140096618364,-66.45091693635383,-21.99870214146658,0.10559662090811628,54.46355446355446,1.2008004188537598
-7.246376811594203,-66.45091693635383,-21.09020116807268,0.10559662090811628,54.627354627354606,1.2318429946899414
-7.246376811594203,-66.45091693635383,-21.479558728098638,0.10559662090811628,54.627354627354606,1.2738864421844482
-7.246376811594203,-66.55879180151024,-22.777417261518494,0.10559662090811628,54.79115479115478,1.298846960067749
-7.246376811594203,-67.09816612729234,-25.373134328358205,0.10559662090811628,54.79115479115478,1.3335168361663818
-7.053140096618364,-67.4217907227616,-28.74756651524983,0.10559662090811628,54.79115479115478,1.366917610168457
-6.859903381642511,-67.529665587918,-30.953926022063598,0.10559662090811628,54.79115479115478,1.4010777473449707
-6.666666666666671,-68.06903991370011,-33.54964308890331,0.10559662090811628,53.15315315315314,1.4341099262237549
-6.280193236714965,-68.82416396979504,-35.10707332900715,0.10559662090811628,52.989352989352994,1.4698162078857422
-5.700483091787447,-69.57928802588997,-35.88578844905905,0.10559662090811628,52.989352989352994,1.5055506229400635
-5.507246376811594,-70.22653721682848,-36.01557430240104,0.10559662090811628,53.64455364455364,1.5346651077270508
-5.507246376811594,-70.76591154261057,-35.49643088903309,0.10559662090811628,53.97215397215399,1.5681986808776855
-5.507246376811594,-70.9816612729234,-33.939000648929266,0.10559662090811628,54.46355446355446,1.601546287536621
-5.507246376811594,-70.44228694714131,-31.083711875405584,0.10559662090811628,54.627354627354606,1.6374354362487793
-5.507246376811594,-70.01078748651564,-27.57949383517196,0.10559662090811628,54.79115479115478,1.6705539226531982
-5.507246376811594,-69.25566343042071,-24.205061648280335,0.10559662090811628,55.11875511875513,1.7041189670562744
-5.314009661835755,-67.529665587918,-20.441271901362754,0.21119324181626098,56.1015561015561,1.7374112606048584
-5.1207729468599155,-64.94066882416396,-17.45619727449707,0.21119324181626098,57.41195741195742,1.7708261013031006
-5.1207729468599155,-62.891046386192016,-15.768981181051274,0.21119324181626098,58.06715806715806,1.8082144260406494
-5.1207729468599155,-60.84142394822006,-14.471122647631404,0.10559662090811628,59.541359541359554,1.839148998260498
-5.314009661835755,-60.625674217907225,-14.86048020765736,0.10559662090811628,59.04995904995906,1.8722808361053467
-6.280193236714965,-61.704422869471415,-16.547696301103173,0.10559662090811628,59.04995904995906,1.9082615375518799
-7.632850241545896,-63.75404530744336,-19.27319922128487,0.10559662090811628,58.88615888615888,1.9405584335327148
-8.019323671497574,-66.3430420711974,-22.777417261518494,0.10559662090811628,58.55855855855856,1.9813897609710693
-8.792270531400973,-68.82416396979504,-26.80077871512006,0.10559662090811628,58.394758394758384,2.0061135292053223
-10.14492753623189,-70.873786407767,-30.0454250486697,0.10559662090811628,57.73955773955774,2.0394816398620605
-11.304347826086953,-72.59978425026969,-32.511356262167425,0.10559662090811628,56.265356265356274,2.0752882957458496
-12.077294685990339,-73.89428263214671,-33.939000648929266,0.10559662090811628,53.97215397215399,2.1105196475982666
-12.077294685990339,-74.11003236245955,-33.679428942245295,0.21119324181626098,52.006552006552,2.1429531574249268
-12.077294685990339,-73.2470334412082,-32.64114211550941,0.31678986272439147,50.85995085995086,2.1735966205596924
-11.690821256038646,-71.73678532901835,-30.564568462037627,0.9503695881731886,49.385749385749364,2.2094814777374268
-10.917874396135261,-69.47141316073355,-27.449707981829988,1.055966209081305,48.4029484029484,2.2405431270599365
-9.951690821256037,-66.66666666666667,-23.296560674886436,1.1615628299894496,48.23914823914822,2.2743656635284424
-8.59903381642512,-63.646170442286945,-18.75405580791694,1.1615628299894496,48.56674856674857,2.3083012104034424
-7.053140096618364,-61.0571736785329,-13.951979234263462,1.2671594508975659,49.385749385749364,2.3411943912506104
-5.314009661835755,-58.683926645091695,-9.92861778066191,1.3727560718056964,50.85995085995086,2.374363660812378
-3.381642512077292,-56.63430420711974,-6.164828033744314,2.2175290390707545,52.82555282555285,2.4077279567718506
-1.062801932367151,-54.692556634304204,-3.049967553536675,3.801478352692712,55.446355446355454,2.441683530807495
1.6425120772946826,-53.5059331175836,-0.9733939000648917,6.546990496304119,58.394758394758384,2.474870204925537
4.734299516908209,-52.42718446601942,0.45425048669696366,10.34846884899683,61.50696150696152,2.5197126865386963
6.473429951690818,-51.88781014023732,0.7138221933809206,14.78352692713834,64.45536445536447,2.544022798538208
7.4396135265700565,-51.77993527508091,-0.06489292667099278,19.21858500527982,66.9123669123669,2.5774621963500977
6.859903381642511,-51.672060409924484,-1.8818948734587906,24.604012671594518,68.55036855036855,2.6148457527160645
5.314009661835755,-51.77993527508091,-4.088254380272545,29.039070749736027,69.53316953316951,2.6495513916015625
3.1884057971014386,-51.88781014023732,-6.424399740428285,32.62935586061246,69.53316953316951,2.6816930770874023
0.8695652173912976,-51.995685005393746,-9.149902660609996,36.85322069693771,69.20556920556919,2.7148451805114746
-1.062801932367151,-52.319309600863,-12.394548994159635,40.33790918690602,68.8779688779689,2.751941442489624
-3.1884057971014386,-52.53505933117584,-16.2881245944192,44.033790918690585,68.22276822276822,2.786555290222168
-4.5410628019323696,-52.319309600863,-20.051914341336797,46.673706441393875,67.56756756756758,2.8199198246002197
-4.5410628019323696,-52.103559870550164,-23.42634652822842,48.680042238648355,66.58476658476658,2.8535547256469727
-4.347826086956516,-51.995685005393746,-25.50292018170019,49.94720168954595,65.60196560196562,2.886953830718994
-3.961352657004838,-51.995685005393746,-26.41142115509409,50.4751847940866,64.45536445536447,2.9212875366210938
-3.381642512077292,-52.21143473570658,-25.50292018170019,50.5807814149947,63.14496314496313,2.953551769256592
-2.8019323671497602,-52.21143473570658,-23.16677482154445,50.5807814149947,62.817362817362806,2.989100217819214
-2.608695652173907,-52.21143473570658,-20.051914341336797,50.5807814149947,62.817362817362806,3.0224530696868896
-2.608695652173907,-51.995685005393746,-16.4179104477612,50.5807814149947,62.98116298116298,3.056650161743164
-2.9951690821255994,-51.88781014023732,-13.69240752757949,50.5807814149947,63.14496314496313,3.0902438163757324
-3.1884057971014386,-51.56418554476807,-11.745619727449707,50.5807814149947,63.14496314496313,3.1273860931396484
-3.1884057971014386,-51.45631067961165,-12.394548994159635,50.4751847940866,63.47256347256348,3.160334587097168
-3.1884057971014386,-52.103559870550164,-14.990266060999346,50.36958817317844,62.817362817362806,3.193697214126587
-3.1884057971014386,-52.96655879180151,-19.143413367942898,50.36958817317844,62.32596232596234,3.230185031890869
-4.347826086956516,-55.016181229773466,-23.16677482154445,50.36958817317844,62.32596232596234,3.262888193130493
-5.1207729468599155,-58.144552319309604,-27.449707981829988,50.36958817317844,62.16216216216216,3.296172618865967
-6.280193236714965,-60.73354908306365,-31.47306943543154,50.36958817317844,61.83456183456184,3.329542398452759
-7.826086956521735,-63.538295577130526,-34.32835820895522,50.36958817317844,60.6879606879607,3.364661931991577
-9.178743961352652,-65.69579288025889,-36.27514600908501,50.36958817317844,58.23095823095824,3.401718854904175
-9.371980676328505,-67.20604099244875,-36.27514600908501,50.36958817317844,55.28255528255528,3.4348509311676025
-9.371980676328505,-67.85329018338727,-35.10707332900715,50.36958817317844,52.006552006552,3.4655919075012207
-9.565217391304344,-68.06903991370011,-33.419857235561324,50.26399155227034,48.894348894348894,3.4991729259490967
-9.565217391304344,-68.06903991370011,-31.47306943543154,49.94720168954595,46.92874692874693,3.5333094596862793
-9.565217391304344,-67.96116504854368,-29.915639195327714,48.468848996832094,44.799344799344794,3.568976402282715
-9.565217391304344,-67.09816612729234,-28.48799480856586,45.61774023231257,41.35954135954137,3.6078040599823
-9.758454106280183,-65.69579288025889,-26.54120700843609,41.710665258711714,39.393939393939405,3.6339919567108154
-9.951690821256037,-64.18554476806904,-24.59441920830629,36.95881731784581,37.428337428337414,3.6677749156951904
-9.951690821256037,-63.21467098166128,-23.036988968202465,31.151003167898637,35.298935298935305,3.7056944370269775
-9.951690821256037,-62.24379719525351,-21.609344581440624,25.02639915522704,33.00573300573299,3.734663963317871
-11.111111111111114,-62.02804746494067,-21.349772874756653,17.951425554382254,30.22113022113021,3.7676751613616943
-11.690821256038646,-61.272923408845735,-21.09020116807268,10.34846884899683,26.945126945126944,3.8015236854553223
-11.690821256038646,-61.0571736785329,-21.609344581440624,2.745512143611407,24.651924651924645,3.8421952724456787
-11.690821256038646,-61.0571736785329,-22.90720311486048,-3.801478352692712,22.686322686322697,3.873338222503662
-11.8840579710145,-61.16504854368932,-24.853990914990263,-10.03167898627244,21.867321867321877,3.9018139839172363
-11.8840579710145,-60.94929881337649,-26.93056456846203,-15.100316789862717,22.522522522522507,3.9351987838745117
-12.65700483091787,-60.73354908306365,-29.266709928617786,-18.90179514255543,23.669123669123664,3.968531608581543
-14.009661835748787,-60.40992448759439,-31.73264114211551,-21.119324181626183,25.307125307125318,4.002610683441162
-16.13526570048309,-60.08629989212513,-34.32835820895522,-21.96409714889124,27.43652743652744,4.036033868789673
-18.840579710144922,-60.30204962243797,-36.534717715768984,-22.069693769799372,30.22113022113021,4.069409132003784
-22.512077294685994,-60.40992448759439,-37.962362102530825,-22.069693769799372,33.660933660933665,4.1192240715026855
-26.956521739130437,-60.625674217907225,-39.13043478260869,-21.96409714889124,37.26453726453727,4.137856960296631
-31.207729468599027,-60.73354908306365,-39.13043478260869,-21.96409714889124,40.37674037674037,4.17282247543335
-33.913043478260875,-60.625674217907225,-37.83257624918884,-21.96409714889124,43.488943488943505,4.20543646812439
-36.23188405797102,-60.19417475728155,-35.62621674237508,-21.96409714889124,46.437346437346434,4.238617897033691
-36.6183574879227,-59.8705501618123,-32.64114211550941,-21.96409714889124,49.22194922194922,4.2720112800598145
-36.6183574879227,-59.76267529665588,-30.30499675535367,-21.96409714889124,52.33415233415232,4.318125486373901
-36.6183574879227,-59.54692556634304,-28.87735236859183,-21.96409714889124,55.28255528255528,4.3450236320495605
-37.0048309178744,-59.331175836030205,-29.396495781959757,-21.96409714889124,56.42915642915642,4.377241373062134
